geometry,name,shop,amenity,tourism,healthcare,office,leisure,addr:street,addr:housenumber,addr:postcode,brand,operator,cuisine,lon,lat,lon_rnd,lat_rnd,name_norm,Barcelona_hdbscan_5_5
POINT (2.1521759 41.4248368),,beauty,,,,,,,,,,,,2.1521759,41.4248368,239580,4611413,,105
POINT (2.1547019 41.4252921),Carol,,pub,,,,,,,,,,,2.1547019,41.4252921,239861,4611464,carol,-1
POINT (2.1525793 41.4249988),,,veterinary,,,,,,,,,,,2.1525793,41.4249988,239625,4611431,,-1
POINT (2.1511089 41.4248153),Paco,,pub,,,,,,,,,,,2.1511089,41.4248153,239461,4611410,paco,105
POINT (2.1537829 41.425468),,hairdresser,,,,,,,,,,,,2.1537829,41.425468,239759,4611483,,111
POINT (2.1568553 41.4248026),,,,,,estate_agent,,,,,,,,2.1568553,41.4248026,240101,4611409,,108
POINT (2.1563025 41.4250938),,,pub,,,,,,,,,,,2.1563025,41.4250938,240040,4611441,,-1
POINT (2.1562317 41.4250552),Oficina D'Afers Socials I Families Barcelona - El Carmel,,,,,government,,,,,,,,2.1562317,41.4250552,240032,4611437,oficina d'afers socials i families barcelona - el carmel,-1
POINT (2.1568518 41.4255718),,hairdresser,,,,,,,,,,,,2.1568518,41.4255718,240101,4611495,,-1
POINT (2.1570867 41.4252264),,hairdresser,,,,,,,,,,,,2.1570867,41.4252264,240127,4611456,,-1
POINT (2.1551829 41.4266942),Farina & Sons,bakery,,,,,,,,,,,,2.1551829,41.4266942,239915,4611620,farina & sons,112
POINT (2.1558454 41.4270139),La Sirena,frozen_food,,,,,,,,,La Sirena,,,2.1558454,41.4270139,239989,4611655,la sirena,-1
POINT (2.1549629 41.4265005),Parisen,,restaurant,,,,,,,,,,,2.1549629,41.4265005,239890,4611598,parisen,112
POINT (2.1551434 41.426654),Carrefour,supermarket,,,,,,,,,Carrefour,,,2.1551434,41.426654,239911,4611615,carrefour,112
POINT (2.1547368 41.4262497),,butcher,,,,,,,,,,,,2.1547368,41.4262497,239865,4611570,,111
POINT (2.1552676 41.4267539),,supermarket,,,,,,,,,,,,2.1552676,41.4267539,239924,4611626,,112
POINT (2.1555217 41.4268771),,,pub,,,,,,,,,,,2.1555217,41.4268771,239953,4611640,,-1
POINT (2.1571353 41.4272191),,variety_store,,,,,,,,,,,,2.1571353,41.4272191,240132,4611678,,107
POINT (2.157217 41.4268922),,beauty,,,,,,,,,,,,2.157217,41.4268922,240141,4611642,,107
POINT (2.1571371 41.4273139),La Rambla 4,,restaurant,,,,,,,,,,,2.1571371,41.4273139,240133,4611689,la rambla 4,107
POINT (2.1564056 41.4273189),,mobile_phone,,,,,,,,,,,,2.1564056,41.4273189,240051,4611689,,107
POINT (2.1562693 41.4266928),,hairdresser,,,,,,,,,,,,2.1562693,41.4266928,240036,4611619,,-1
POINT (2.1571752 41.4270964),,,pub,,,,,,,,,,,2.1571752,41.4270964,240137,4611664,,107
POINT (2.1572699 41.4265804),Condis,supermarket,,,,,,,,,Condis,,,2.1572699,41.4265804,240147,4611607,condis,107
POINT (2.1559426 41.4271222),Granier,bakery,,,,,,,,,,,,2.1559426,41.4271222,240000,4611667,granier,107
POINT (2.1573162 41.4264482),,variety_store,,,,,,,,,,,,2.1573162,41.4264482,240152,4611592,,107
POINT (2.1567882 41.427409),,,,,,estate_agent,,,,,,,,2.1567882,41.427409,240094,4611699,,107
POINT (2.157183 41.4270606),,greengrocer,,,,,,,,,,,,2.157183,41.4270606,240138,4611660,,107
POINT (2.1571321 41.4273652),,,dentist,,dentist,,,,,,,,,2.1571321,41.4273652,240132,4611694,,107
POINT (2.1563141 41.4272809),,,dentist,,dentist,,,,,,,,,2.1563141,41.4272809,240041,4611685,,107
POINT (2.1573471 41.4263267),Mapfre,,,,,insurance,,,,,Mapfre,,,2.1573471,41.4263267,240156,4611579,mapfre,107
POINT (2.1569447 41.4262639),,,pub,,,,,,,,,,,2.1569447,41.4262639,240111,4611572,,-1
POINT (2.1571628 41.4253351),,,post_box,,,,,,,,Correos,Correos,,2.1571628,41.4253351,240135,4611468,,-1
POINT (2.1573935 41.4261108),,car_repair,,,,,,,,,,,,2.1573935,41.4261108,240161,4611555,,107
POINT (2.1569367 41.3737076),,music,,,,,,,,,,,,2.1569367,41.3737076,240110,4605721,,228
POINT (2.1610596 41.3747977),Botànic,florist,,,,,,Avinguda del Paral·lel,115,,,,,2.1610596,41.3747977,240569,4605842,botànic,576
POINT (2.1944464 41.389246),Casi Esquina,,bar,,,,,,,,,,,2.1944464,41.389246,244286,4607451,casi esquina,-1
POINT (2.1494284 41.3957156),Tibau & Sanllehi,clothes,,,,,,,,,,,,2.1494284,41.3957156,239274,4608171,tibau & sanllehi,864
POINT (2.1493794 41.3957172),Nail,beauty,,,,,,,,,,,,2.1493794,41.3957172,239269,4608171,nail,864
POINT (2.1493337 41.3957183),Travessera d'Or,pawnbroker,,,,,,Carrer d'Aribau,203,,,,,2.1493337,41.3957183,239264,4608171,travessera d'or,864
POINT (2.1492165 41.3957191),Wynwood,,cafe,,,,,Travessera de Gràcia,52,,,,,2.1492165,41.3957191,239251,4608171,wynwood,864
POINT (2.149332 41.3956496),Forum Legal y Económico,,,,,consulting,,Carrer d'Aribau,"203, 1º 2ª",,,,,2.149332,41.3956496,239264,4608164,forum legal y económico,864
POINT (2.1492862 41.3956498),Adunas,,,,,human_resources,,Travessera de Gràcia,"52, 6º 2º",,,,,2.1492862,41.3956498,239259,4608164,adunas,864
POINT (2.1499886 41.3951399),JPA International,,,,,company,,,,,,,,2.1499886,41.3951399,239337,4608107,jpa international,815
POINT (2.1499113 41.3951987),Brosa,,,,,lawyer,,Carrer d'Aribau,"191-193, 4º 1ª",,,,,2.1499113,41.3951987,239328,4608114,brosa,815
POINT (2.1499972 41.3951462),Matias & Crener,,,,,company,,Carrer d'Aribau,"191-193, 3º 2ª",,,,,2.1499972,41.3951462,239338,4608108,matias & crener,815
POINT (2.1499199 41.395205),Tucom,,,,,estate_agent,,Carrer d'Aribau,"191, 4º 1ª",,,,,2.1499199,41.395205,239329,4608114,tucom,815
POINT (2.1499499 41.3951693),Martínez Comín,,,,,consulting,,Carrer d'Aribau,"191, 1º 2ª",,,,,2.1499499,41.3951693,239332,4608110,martínez comín,815
POINT (2.1499585 41.3951756),Cámara de Comercio Belgo-Luxemburgués en Barcelona,,,,,association,,Carrer d'Aribau,"191, 3º 2ª",,,,,2.1499585,41.3951756,239333,4608111,cámara de comercio belgo-luxemburgués en barcelona,815
POINT (2.1501534 41.3950836),Carbonell,,,,,property_management,,,,,,,,2.1501534,41.3950836,239355,4608101,carbonell,816
POINT (2.1501369 41.3950713),Domus VI,,,,,company,,Carrer d'Aribau,"185, entlo",,,,,2.1501369,41.3950713,239353,4608099,domus vi,816
POINT (2.1502774 41.3949649),Saumoy Ribó i Baiges,,,,,consulting,,Carrer d'Aribau,"185-187, 3º",,,,,2.1502774,41.3949649,239369,4608087,saumoy ribó i baiges,816
POINT (2.1502957 41.3949781),Agrolimen,,,,,company,,Carrer d'Aribau,"185, 4º",,,,,2.1502957,41.3949781,239371,4608089,agrolimen,816
POINT (2.150272 41.3949957),Postermil,,,,,company,,Carrer d'Aribau,185,,,,,2.150272,41.3949957,239368,4608091,postermil,816
POINT (2.1502483 41.3950132),Instalservice,,,,,company,,Carrer d'Aribau,"185, 6º",,,,,2.1502483,41.3950132,239366,4608093,instalservice,816
POINT (2.1502246 41.3950308),Marimón,,,,,lawyer,,Carrer d'Aribau,"185, 6º",,,,,2.1502246,41.3950308,239363,4608095,marimón,816
POINT (2.1502009 41.3950484),Cimmo,,,,,property_management,,,,,,,,2.1502009,41.3950484,239360,4608097,cimmo,816
POINT (2.1501771 41.395066),Oba S.L.,,,,,company,,Carrer d'Aribau,"185-187, 5º",,,,,2.1501771,41.395066,239358,4608099,oba s.l.,816
POINT (2.150254 41.3949827),M4 Autoedición Asociados,,,,,publisher,,Carrer d'Aribau,"185-187, 2º",,,,,2.150254,41.3949827,239366,4608089,m4 autoedición asociados,816
POINT (2.1502305 41.3950004),Ferrando Torres & Noguera,,,,,company,,Carrer d'Aribau,"185, 2º",,,,,2.1502305,41.3950004,239364,4608091,ferrando torres & noguera,816
POINT (2.1502071 41.3950181),LEN Mayo International,,,,,publisher,,Carrer d'Aribau,"185-187, 2º",,,,,2.1502071,41.3950181,239361,4608093,len mayo international,816
POINT (2.1501837 41.3950358),Mayo Ediciones,,,,,publisher,,Carrer d'Aribau,"185-187, 2º",,,,,2.1501837,41.3950358,239358,4608095,mayo ediciones,816
POINT (2.1501603 41.3950535),Atrapalo.com,,,,,company,,Carrer d'Aribau,"185, 1º",,,,,2.1501603,41.3950535,239356,4608097,atrapalo.com,816
POINT (2.1501409 41.395192),La Loca,,bar,,,,,Carrer d'Aribau,191,,,,,2.1501409,41.395192,239354,4608113,la loca,816
POINT (2.1628231 41.3993326),Bykate,,cafe,,,,,Carrer de Còrsega,379,,,,,2.1628231,41.3993326,240765,4608574,bykate,-1
POINT (2.1629196 41.3993766),Vivari,,cafe,,,,,Carrer de Còrsega,,,,,,2.1629196,41.3993766,240776,4608579,vivari,-1
POINT (2.162216 41.3988632),Rollito,,restaurant,,,,,Carrer de Còrsega,367,,,,chinese,2.162216,41.3988632,240698,4608521,rollito,869
POINT (2.1633582 41.3997454),González & Co,,fast_food,,,,,Carrer de Còrsega,391,,,,tex-mex,2.1633582,41.3997454,240825,4608620,gonzález & co,851
POINT (2.1751038 41.4018279),Sun coffee & bakery,,cafe,,,,,Carrer de València,417,,,,,2.1751038,41.4018279,242133,4608851,sun coffee & bakery,538
POINT (2.1513435 41.3976239),Mon Petit Nocolás,clothes,,,,,,Carrer de Balmes,"203, pral 1ª",,,,,2.1513435,41.3976239,239488,4608383,mon petit nocolás,898
POINT (2.1513286 41.3976406),Udin,,,,,company,,Carrer de Balmes,"203, 2º 1ª",,,,,2.1513286,41.3976406,239486,4608385,udin,898
POINT (2.1503455 41.3994535),Mercería Caterín,haberdashery,,,,,,Carrer de Balmes,240-244,,,,,2.1503455,41.3994535,239376,4608587,mercería caterín,856
POINT (2.1504321 41.3993901),The Fish & Chips Shop,,restaurant,,,,,Carrer de Balmes,240,,,,fish_and_chips,2.1504321,41.3993901,239386,4608580,the fish & chips shop,-1
POINT (2.1504627 41.3994808),Asesoría Miret,,,,,company,,Carrer de Balmes,"244, Pral. 1ª",,,,,2.1504627,41.3994808,239390,4608590,asesoría miret,856
POINT (2.1689979 41.3738084),the quick greek,,fast_food,,,,,Carrer Nou de la Rambla,121,,,,,2.1689979,41.3738084,241453,4605732,the quick greek,600
POINT (2.1705316 41.3805552),La Capella,,arts_centre,,,,,,,,,,,2.1705316,41.3805552,241624,4606483,la capella,745
POINT (2.1521567 41.3967747),Xarxa Catalana de Defensa Juridica,,,,,company,,Carrer de Balmes,191,,,,,2.1521567,41.3967747,239578,4608289,xarxa catalana de defensa juridica,917
POINT (2.1521775 41.3967557),J. Salvá & Asociados,,,,,consulting,,Carrer de Balmes,191,,,,,2.1521775,41.3967557,239580,4608287,j. salvá & asociados,917
POINT (2.1521359 41.3967937),Kiteley International,,,,,company,,Carrer de Balmes,191,,,,,2.1521359,41.3967937,239576,4608291,kiteley international,917
POINT (2.1521835 41.396791),Legalhabitat,,,,,company,,Carrer de Balmes,"191, 6ª 1ª",,,,,2.1521835,41.396791,239581,4608291,legalhabitat,917
POINT (2.1528396 41.3961424),InversionesBCN,,,,,estate_agent,,Passatge Arcàdia,,,,,,2.1528396,41.3961424,239654,4608219,inversionesbcn,911
POINT (2.1525183 41.3958995),Cuinlab,,,,,advertising_agency,,Passatge Arcàdia,,,,,,2.1525183,41.3958995,239618,4608192,cuinlab,914
POINT (2.1526836 41.3960245),Balart,tailor,,,,,,Passatge Arcàdia,,,,,,2.1526836,41.3960245,239637,4608205,balart,-1
POINT (2.1526993 41.3960864),Salad Market,,fast_food,,,,,Passatge Arcàdia,Local 6-7,,,,,2.1526993,41.3960864,239638,4608212,salad market,-1
POINT (2.1527653 41.3960387),Lotería y Apuestas del Estado,lottery,,,,,,,,,,,,2.1527653,41.3960387,239646,4608207,lotería y apuestas del estado,-1
POINT (2.1528582 41.3961565),Rendasegura.cat,,,,,company,,Passatge Arcàdia,Local 9,,,,,2.1528582,41.3961565,239656,4608220,rendasegura.cat,911
POINT (2.1529312 41.3962116),Peluquería Arcadia,hairdresser,,,,,,,,,,,,2.1529312,41.3962116,239664,4608226,peluquería arcadia,911
POINT (2.1529937 41.3962589),Arcadia Col·lecció,collector,,,,,,,,,,,,2.1529937,41.3962589,239671,4608232,arcadia col·lecció,911
POINT (2.166687 41.4001537),Aiueno,,restaurant,,,,,Carrer del Rosselló,296,8037.0,,,japanese,2.166687,41.4001537,241196,4608665,aiueno,671
POINT (2.155784 41.4207285),Condis,supermarket,,,,,,,,,Condis,,,2.155784,41.4207285,239982,4610955,condis,-1
POINT (2.1534623 41.4220596),,,pub,,,,,,,,,,,2.1534623,41.4220596,239723,4611104,,-1
POINT (2.1554576 41.4216756),,greengrocer,,,,,,,,,,,,2.1554576,41.4216756,239946,4611061,,104
POINT (2.156942 41.4200994),Antonio Díaz,hairdresser,,,,,,,,,,,,2.156942,41.4200994,240111,4610885,antonio díaz,-1
POINT (2.1562527 41.4208507),,,pub,,,,,,,,,,,2.1562527,41.4208507,240034,4610969,,-1
POINT (2.1553035 41.4208623),Tu A Lo Tuyo,,pub,,,,,,,,,,,2.1553035,41.4208623,239928,4610970,tu a lo tuyo,103
POINT (2.1569938 41.4198274),Caixabank,,atm,,,,,,,,Caixabank,Caixabank,,2.1569938,41.4198274,240117,4610855,caixabank,-1
POINT (2.1570941 41.4193381),Super bazar asiático,variety_store,,,,,,,,,,,,2.1570941,41.4193381,240128,4610801,super bazar asiático,-1
POINT (2.1553608 41.4208615),,convenience,,,,,,,,,,,,2.1553608,41.4208615,239935,4610970,,103
POINT (2.1565851 41.4206092),,greengrocer,,,,,,,,,,,,2.1565851,41.4206092,240071,4610942,,-1
POINT (2.1550551 41.4200447),,,restaurant,,,,,,,,,,,2.1550551,41.4200447,239901,4610879,,-1
POINT (2.1552646 41.4198507),,,pub,,,,,,,,,,,2.1552646,41.4198507,239924,4610858,,-1
POINT (2.1551354 41.4199655),,,pharmacy,,pharmacy,,,,,,,,,2.1551354,41.4199655,239910,4610871,,-1
POINT (2.1576206 41.3717797),Museu de les Arts Escèniques,,,museum,,,,Plaça de Margarida Xirgu,,8004.0,,Diputació de Barcelona,,2.1576206,41.3717797,240186,4605507,museu de les arts escèniques,229
POINT (2.1547766 41.4202823),,greengrocer,,,,,,,,,,,,2.1547766,41.4202823,239870,4610906,,-1
POINT (2.1553371 41.4221468),,hairdresser,,,,,,,,,,,,2.1553371,41.4221468,239932,4611113,,104
POINT (2.1552828 41.4219094),,hairdresser,,,,,,,,,,,,2.1552828,41.4219094,239926,4611087,,104
POINT (2.1553982 41.4223317),,,pub,,,,,,,,,,,2.1553982,41.4223317,239939,4611134,,104
POINT (2.1554545 41.4220761),,supermarket,,,,,,,,,,,,2.1554545,41.4220761,239945,4611106,,104
POINT (2.1543221 41.4224801),,hairdresser,,,,,,,,,,,,2.1543221,41.4224801,239819,4611150,,-1
POINT (2.1554126 41.4218055),,butcher,,,,,,,,,,,,2.1554126,41.4218055,239941,4611075,,104
POINT (2.1553236 41.4224293),,hairdresser,,,,,,,,,,,,2.1553236,41.4224293,239931,4611145,,104
POINT (2.1547664 41.422111),,convenience,,,,,,,,,,,,2.1547664,41.422111,239869,4611109,,-1
POINT (2.1537066 41.4212181),,,dentist,,dentist,,,,,,,,,2.1537066,41.4212181,239751,4611010,,-1
POINT (2.1550686 41.4257521),Pol,,cafe,,,,,,,,,,,2.1550686,41.4257521,239902,4611515,pol,-1
POINT (2.1546606 41.4232272),,greengrocer,,,,,,,,,,,,2.1546606,41.4232272,239857,4611234,,108
POINT (2.1549192 41.4235198),,,pub,,,,,,,,,,,2.1549192,41.4235198,239886,4611266,,108
POINT (2.156029 41.4242285),,kiosk,,,,,,,,,,,,2.156029,41.4242285,240009,4611345,,108
POINT (2.1563807 41.4242748),,,cafe,,,,,,,,,,,2.1563807,41.4242748,240048,4611350,,108
POINT (2.1549221 41.4228473),,jewelry,,,,,,,,,,,,2.1549221,41.4228473,239886,4611191,,-1
POINT (2.1546068 41.4233188),,supermarket,,,,,,,,,,,,2.1546068,41.4233188,239851,4611244,,108
POINT (2.1555262 41.4238659),,florist,,,,,,,,,,,,2.1555262,41.4238659,239953,4611305,,108
POINT (2.1559681 41.4240902),,,pub,,,,,,,,,,,2.1559681,41.4240902,240002,4611330,,108
POINT (2.1555994 41.4238975),,jewelry,,,,,,,,,,,,2.1555994,41.4238975,239961,4611308,,108
POINT (2.1546926 41.4233955),,tobacco,,,,,,,,,,,,2.1546926,41.4233955,239860,4611252,,108
POINT (2.154835 41.4234936),Quian,,restaurant,,,,,,,,,,,2.154835,41.4234936,239876,4611263,quian,108
POINT (2.157082 41.4244181),,laundry,,,,,,,,,,,,2.157082,41.4244181,240126,4611366,,-1
POINT (2.1562882 41.4241448),,furniture,,,,,,,,,,,,2.1562882,41.4241448,240038,4611336,,108
POINT (2.1570379 41.4244817),,,fast_food,,,,,,,,,,kebab,2.1570379,41.4244817,240121,4611373,,108
POINT (2.1576976 41.4247504),,hairdresser,,,,,,,,,,,,2.1576976,41.4247504,240195,4611403,,-1
POINT (2.1578332 41.424118),,,pub,,,,,,,,,,,2.1578332,41.424118,240210,4611333,,-1
POINT (2.1576656 41.424881),,hairdresser,,,,,,,,,,,,2.1576656,41.424881,240191,4611418,,-1
POINT (2.1579754 41.4234559),Mendez,,pub,,,,,,,,,,,2.1579754,41.4234559,240226,4611259,mendez,102
POINT (2.1580446 41.4230986),,bakery,,,,,,,,,,,,2.1580446,41.4230986,240234,4611219,,102
POINT (2.1578365 41.4241568),,convenience,,,,,,,,,,,,2.1578365,41.4241568,240210,4611337,,102
POINT (2.1905776 41.4286546),Retablo de Kelly,,restaurant,,,,,,,,,,peruvian,2.1905776,41.4286546,243855,4611838,retablo de kelly,127
POINT (2.1510749 41.3960988),Zuum,,restaurant,,,,,,,,,,,2.1510749,41.3960988,239458,4608214,zuum,882
POINT (2.1509765 41.3959881),G&P,,restaurant,,,,,,,,,,,2.1509765,41.3959881,239447,4608201,g&p,882
POINT (2.1509575 41.3959369),Nordeste,clothes,,,,,,,,,,,,2.1509575,41.3959369,239445,4608196,nordeste,882
POINT (2.1509139 41.3959013),Loterías y Apuestas del Estado,lottery,,,,,,,,,,,,2.1509139,41.3959013,239440,4608192,loterías y apuestas del estado,882
POINT (2.1505407 41.3962652),Thai Cafe,,restaurant,,,,,Travessera de Gracia,62,,,,thai,2.1505407,41.3962652,239398,4608232,thai cafe,886
POINT (2.1511037 41.3959434),Aromya,,,,,company,,,,,,,,2.1511037,41.3959434,239461,4608196,aromya,882
POINT (2.1510838 41.3959575),"Auditores Asociados AETEC, Sans-Balagué",,,,,company,,Carrer de Tuset,"19, 3º 4ª",,,,,2.1510838,41.3959575,239459,4608198,"auditores asociados aetec, sans-balagué",882
POINT (2.1510639 41.3959715),Osteoarthritis Foundation International,,,,,association,,Carrer de Tuset,"19, 3º 2ª",,,,,2.1510639,41.3959715,239456,4608200,osteoarthritis foundation international,882
POINT (2.1511436 41.3959152),Stay U-nique,,,,,estate_agent,,Carrer de Tuset,"19, 1º 7ª",,,,,2.1511436,41.3959152,239465,4608193,stay u-nique,882
POINT (2.1510142 41.3959319),AG Iberica,,,,,company,,Carrer de Tuset,"19, 1º 5ª",,,,,2.1510142,41.3959319,239451,4608195,ag iberica,882
POINT (2.1510939 41.3958756),City Work BCN,,,,,company,,Carrer de Tuset,"19, Ent",,,,,2.1510939,41.3958756,239460,4608189,city work bcn,882
POINT (2.151127 41.395902),Mottura,,,,,company,,Carrer de Tuset,"19, 1º 6ª",,,,,2.151127,41.395902,239463,4608192,mottura,882
POINT (2.1511105 41.3958888),Subdued,,,,,company,,Carrer de Tuset,"19, 1º 5ª",,,,,2.1511105,41.3958888,239462,4608190,subdued,882
POINT (2.1510307 41.3959451),Tuset Group,,,,,company,,Carrer de Tuset,"19, 1º 4ª",,,,,2.1510307,41.3959451,239453,4608197,tuset group,882
POINT (2.1510706 41.395917),Ecopenta,,,,,company,,Carrer de Tuset,"19, 1º 3ª",,,,,2.1510706,41.395917,239457,4608193,ecopenta,882
POINT (2.1510507 41.3959311),Robust Global Investment,,,,,investment_advisor,,Carrer de Tuset,"19, 1º 3ª",,,,,2.1510507,41.3959311,239455,4608195,robust global investment,882
POINT (2.1511071 41.3959161),Keapps,,,,,company,,Carrer de Tuset,"19, 1º 2ª",,,,,2.1511071,41.3959161,239461,4608193,keapps,882
POINT (2.1510905 41.3959029),Business Administration,,,,,company,,Carrer de Tuset,"19, 2º 7ª",,,,,2.1510905,41.3959029,239459,4608192,business administration,882
POINT (2.1510872 41.3959302),Criteria,,,,,human_resources,,Carrer de Tuset,"19, 2º",,,,,2.1510872,41.3959302,239459,4608195,criteria,882
POINT (2.1510672 41.3959443),Metricson,,,,,consulting,,,,,,,,2.1510672,41.3959443,239457,4608197,metricson,882
POINT (2.1510473 41.3959583),Avalon - Almega,,,,,consulting,,Carrer de Tuset,"19, 2º 2ª",,,,,2.1510473,41.3959583,239455,4608198,avalon - almega,882
POINT (2.1511237 41.3959293),Vita Green Europa,,,,,company,,Carrer de Tuset,"19, 2º 2ª",,,,,2.1511237,41.3959293,239463,4608195,vita green europa,882
POINT (2.1787725 41.3918668),Super Mercat,convenience,,,,,,Carrer d'Alí Bei,14,,,,,2.1787725,41.3918668,242541,4607743,super mercat,495
POINT (2.1354917 41.4023957),Caprabo,supermarket,,,,,,,,,Caprabo,,,2.1354917,41.4023957,237723,4608915,caprabo,-1
POINT (2.1500773 41.3992163),Gabinete Jorvi,,,,,estate_agent,,,,,,,,2.1500773,41.3992163,239347,4608561,gabinete jorvi,866
POINT (2.1502025 41.39928),Carmina Rotger,fashion_accessories,,,,,,Carrer de Balmes,237,,,,,2.1502025,41.39928,239361,4608568,carmina rotger,-1
POINT (2.1501489 41.3993177),BitBase,,bureau_de_change,,,,,Carrer de Balmes,237,8006.0,,BitBase,,2.1501489,41.3993177,239355,4608572,bitbase,866
POINT (2.1501075 41.3993458),La Sastrería de Angel,tailor,,,,,,Carrer de Balmes,237,,,,,2.1501075,41.3993458,239350,4608575,la sastrería de angel,866
POINT (2.1504915 41.3990533),Coco-Mat,furniture,,,,,,,,,,,,2.1504915,41.3990533,239393,4608543,coco-mat,-1
POINT (2.1502947 41.3992084),Tot-Hom,clothes,,,,,,,,,,,,2.1502947,41.3992084,239371,4608560,tot-hom,-1
POINT (2.1373773 41.3751944),Caprabo,supermarket,,,,,,,,8014.0,Caprabo,,,2.1373773,41.3751944,237933,4605887,caprabo,385
POINT (2.1376911 41.3751929),Drim,toys,,,,,,,,8014.0,,,,2.1376911,41.3751929,237968,4605886,drim,385
POINT (2.1629545 41.4061807),Santagloria,bakery,,,,,,Carrer de Pi i Margall,5,,,,,2.1629545,41.4061807,240780,4609336,santagloria,-1
POINT (2.1660567 41.3949556),Català & Kamala,supermarket,,,,,,Carrer de València,283,,,,,2.1660567,41.3949556,241125,4608086,català & kamala,604
POINT (2.1660524 41.3950292),Onis Coffee,,cafe,,,,,Carrer de Roger de Llúria,87,,,,,2.1660524,41.3950292,241125,4608095,onis coffee,604
POINT (2.1666431 41.395351),Madame Fartine,,cafe,,,,,Carrer de València,287,,,,,2.1666431,41.395351,241191,4608130,madame fartine,604
POINT (2.1495202 41.3905311),TGB - The Good Burger,,restaurant,,,,,,,,,,,2.1495202,41.3905311,239285,4607594,tgb - the good burger,524
POINT (2.1658898 41.4441608),Brasería los 5 Hermanos,,restaurant,,,,,,,,,,,2.1658898,41.4441608,241107,4613564,brasería los 5 hermanos,31
POINT (2.2003731 41.3994943),That's l-fe,,cafe,,,,,,,,,,,2.2003731,41.3994943,244946,4608592,that's l-fe,367
POINT (2.2008097 41.3988649),,,cafe,,,,,,,,,,,2.2008097,41.3988649,244994,4608522,,-1
